,team,goals,assists,ds,throwaways,drops,opoints,dpoints,totalpoints,pct_opoints,pct_goal,pct_assist,pct_d,goal_percentile,assist_percentile,cluster
Bemis E,,14,3,6,5,2,101,32,133,0.759398496241,0.105263157895,0.0225563909774,0.0451127819549,0.836550836551,0.208494208494,d_cutter
Simon A,,14,15,3,8,3,106,74,180,0.588888888889,0.0777777777778,0.0833333333333,0.0166666666667,0.680823680824,0.752895752896,o_cutter
Slymer,,14,6,10,6,1,26,123,149,0.174496644295,0.0939597315436,0.0402684563758,0.0671140939597,0.777992277992,0.417631917632,d_cutter
Thorne A,,14,24,2,20,2,149,28,177,0.841807909605,0.0790960451977,0.135593220339,0.0112994350282,0.693693693694,0.912483912484,o_cutter
Bradford,,14,7,5,13,2,149,70,219,0.680365296804,0.0639269406393,0.0319634703196,0.0228310502283,0.593307593308,0.30888030888,d_cutter
Boyd G,,14,15,3,15,0,161,27,188,0.856382978723,0.0744680851064,0.0797872340426,0.0159574468085,0.656370656371,0.718146718147,o_cutter
Fergus,,14,19,6,20,5,161,32,193,0.834196891192,0.0725388601036,0.0984455958549,0.0310880829016,0.648648648649,0.818532818533,o_cutter
B Ever,,14,18,7,9,4,49,243,292,0.167808219178,0.0479452054795,0.0616438356164,0.0239726027397,0.451737451737,0.608108108108,d_handler
Dulabo R,,14,5,15,9,2,29,169,198,0.146464646465,0.0707070707071,0.0252525252525,0.0757575757576,0.62676962677,0.235521235521,d_cutter
OuchterA,,14,12,8,13,1,141,31,172,0.81976744186,0.0813953488372,0.0697674418605,0.046511627907,0.710424710425,0.658301158301,o_cutter
CoreyA,,14,19,6,19,4,75,125,200,0.375,0.07,0.095,0.03,0.622265122265,0.799227799228,d_handler
Dylan T,,14,48,8,31,1,212,22,234,0.905982905983,0.0598290598291,0.205128205128,0.034188034188,0.56241956242,0.993564993565,o_cutter
K Brown,,14,13,16,14,2,43,205,248,0.173387096774,0.0564516129032,0.0524193548387,0.0645161290323,0.532175032175,0.527670527671,d_handler
Kevin Q,,14,49,7,46,8,228,35,263,0.866920152091,0.0532319391635,0.186311787072,0.0266159695817,0.496782496782,0.988416988417,o_cutter
Wynne R,,14,9,15,9,0,61,112,173,0.352601156069,0.0809248554913,0.0520231213873,0.0867052023121,0.709137709138,0.522522522523,d_cutter
Fein B,,13,4,9,9,0,60,93,153,0.392156862745,0.0849673202614,0.0261437908497,0.0588235294118,0.728442728443,0.245817245817,d_cutter
Theodo Z,,13,7,8,4,0,55,124,179,0.307262569832,0.072625698324,0.0391061452514,0.0446927374302,0.649935649936,0.407979407979,d_cutter
Harkne S,,13,9,7,4,1,44,131,175,0.251428571429,0.0742857142857,0.0514285714286,0.04,0.655083655084,0.515444015444,d_cutter
D Schlei,,13,3,1,3,0,51,3,54,0.944444444444,0.240740740741,0.0555555555556,0.0185185185185,0.996138996139,0.553410553411,o_cutter
Carter M,,13,14,16,18,3,140,121,261,0.536398467433,0.0498084291188,0.0536398467433,0.0613026819923,0.46332046332,0.539253539254,o_handler
Henry T.,,13,19,12,8,3,44,180,224,0.196428571429,0.0580357142857,0.0848214285714,0.0535714285714,0.548262548263,0.761261261261,d_handler
Taylor S,,13,9,19,9,2,26,234,260,0.1,0.05,0.0346153846154,0.0730769230769,0.468468468468,0.337194337194,d_roleplayer
Gormle R,,13,1,1,0,1,37,48,85,0.435294117647,0.152941176471,0.0117647058824,0.0117647058824,0.938223938224,0.129987129987,d_cutter
Ackley J,,13,12,3,16,1,177,28,205,0.863414634146,0.0634146341463,0.0585365853659,0.0146341463415,0.588803088803,0.573359073359,o_cutter
KPS,,13,13,13,7,0,29,157,186,0.155913978495,0.0698924731183,0.0698924731183,0.0698924731183,0.619047619048,0.660231660232,d_handler
Chialv F,,13,25,11,35,4,180,130,310,0.58064516129,0.041935483871,0.0806451612903,0.0354838709677,0.39897039897,0.724581724582,o_handler
Poulos,,13,32,1,19,1,139,24,163,0.852760736196,0.079754601227,0.196319018405,0.00613496932515,0.696267696268,0.992277992278,o_cutter
Max G,,13,1,7,1,1,47,158,205,0.229268292683,0.0634146341463,0.00487804878049,0.0341463414634,0.588803088803,0.100386100386,d_cutter
